method,lambda1,lambda2,lambda3,rmse_dflow,mae_dflow,r2_dflow,rmse_dgap,mae_dgap,r2_dgap,joint_rmse_mean,joint_mae_mean,joint_r2_mean,collaboration_rmse,accuracy_dflow,accuracy_dgap,joint_pair_accuracy
full_joint_recommendation,2.0,1.0,2.0,0.18033392693348646,0.032520325203252036,0.7913486005089059,0.6181535578949711,0.3821138211382114,0.12910515215426333,0.3992437424142288,0.20731707317073172,0.4602268763315846,0.5572693035925964,0.967479674796748,0.6178861788617886,0.6097560975609756
full_joint_recommendation,4.0,2.0,4.0,0.18033392693348646,0.032520325203252036,0.7913486005089059,0.6181535578949711,0.3821138211382114,0.12910515215426333,0.3992437424142288,0.20731707317073172,0.4602268763315846,0.5572693035925964,0.967479674796748,0.6178861788617886,0.6097560975609756
full_joint_recommendation,0.5,4.0,1.0,0.6375767130633383,0.4065040650406504,-1.608142493638677,0.2208630521496931,0.04878048780487805,0.8888219343175655,0.42921988260651567,0.22764227642276422,-0.35966027966055575,0.6888842670272008,0.5934959349593496,0.9512195121951219,0.5934959349593496
full_joint_recommendation,2.0,0.5,2.0,0.12751534261266767,0.016260162601626018,0.8956743002544529,0.7756455480824748,0.5853658536585366,-0.3711961434166917,0.45158044534757125,0.30081300813008127,0.2622390784188806,0.45051237346390743,0.983739837398374,0.42276422764227645,0.42276422764227645
full_joint_recommendation,4.0,1.0,4.0,0.12751534261266767,0.016260162601626018,0.8956743002544529,0.7756455480824748,0.5853658536585366,-0.3711961434166917,0.45158044534757125,0.30081300813008127,0.2622390784188806,0.45051237346390743,0.983739837398374,0.42276422764227645,0.42276422764227645
full_joint_recommendation,4.0,0.5,2.0,0.12751534261266767,0.016260162601626018,0.8956743002544529,0.7860573635949152,0.6016260162601627,-0.40825549864417,0.45678635310379145,0.3089430894308943,0.24370940080514147,0.4418688834967613,0.983739837398374,0.4065040650406504,0.4065040650406504
full_joint_recommendation,1.0,0.5,2.0,0.20161945963637795,0.04065040650406504,0.7391857506361323,0.7380484043438286,0.5447154471544715,-0.2414884001205182,0.46983393199010326,0.2926829268292683,0.24884867525780707,0.47326781191015893,0.959349593495935,0.45528455284552843,0.45528455284552843
full_joint_recommendation,2.0,1.0,4.0,0.20161945963637795,0.04065040650406504,0.7391857506361323,0.7380484043438286,0.5447154471544715,-0.2414884001205182,0.46983393199010326,0.2926829268292683,0.24884867525780707,0.47326781191015893,0.959349593495935,0.45528455284552843,0.45528455284552843
full_joint_recommendation,0.5,1.0,1.0,0.5100613704506707,0.2601626016260163,-0.6692111959287534,0.5020284058947294,0.25203252032520324,0.42557999397408863,0.5060448881727,0.25609756097560976,-0.1218156009773324,0.5184905845966429,0.7398373983739838,0.7479674796747967,0.6991869918699187
full_joint_recommendation,1.0,2.0,2.0,0.5100613704506707,0.2601626016260163,-0.6692111959287534,0.5020284058947294,0.25203252032520324,0.42557999397408863,0.5060448881727,0.25609756097560976,-0.1218156009773324,0.5184905845966429,0.7398373983739838,0.7479674796747967,0.6991869918699187
